Client,Recency,Frequency,Revenue,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
Jeremy Parks,491,1,50,1,0,0,1,Low-Value
Betty Hunt,491,2,345,1,0,0,1,Low-Value
Kimberly Berg,490,2,103,1,0,0,1,Low-Value
Kathryn Edwards,490,2,20,1,0,0,1,Low-Value
Monica Hamilton,490,1,55,1,0,0,1,Low-Value
Melissa Giles,490,2,46,1,0,0,1,Low-Value
Angela Molina,490,4,20,1,0,0,1,Low-Value
Jonathan Gentry,490,6,97,1,0,0,1,Low-Value
Teresa Lopez,490,2,85,1,0,0,1,Low-Value
Christina Jones,437,30,951,1,0,0,1,Low-Value
Mark Lawson,490,2,18,1,0,0,1,Low-Value
Carlos Hampton,490,3,84,1,0,0,1,Low-Value
Angela Nelson,490,1,15,1,0,0,1,Low-Value
Kyle Wilson,487,9,969,1,0,0,1,Low-Value
Joel Rogers,490,1,18,1,0,0,1,Low-Value
Sharon Burch,487,6,206,1,0,0,1,Low-Value
Terri Galvan,489,1,226,1,0,0,1,Low-Value
Krystal Kennedy,489,3,51,1,0,0,1,Low-Value
Wendy Johnson,489,1,536,1,0,0,1,Low-Value
Samuel Blanchard II,489,1,55,1,0,0,1,Low-Value
Kristina Bowen,433,107,1979,1,0,0,1,Low-Value
Christopher Mendez,423,11,1873,1,0,0,1,Low-Value
Matthew Welch,489,4,47,1,0,0,1,Low-Value
Juan Frank,489,1,295,1,0,0,1,Low-Value
Amy Fuller,487,3,16,1,0,0,1,Low-Value
Robert Wagner,487,3,12,1,0,0,1,Low-Value
Thomas Murphy,473,56,2959,1,0,0,1,Low-Value
Ethan Herman,458,3,93,1,0,0,1,Low-Value
Eric Lawrence,487,2,99,1,0,0,1,Low-Value
Cody Martin,431,7,115,1,0,0,1,Low-Value
Philip Singleton,487,1,365,1,0,0,1,Low-Value
James Kim,487,11,647,1,0,0,1,Low-Value
Ronald Weber,487,1,17,1,0,0,1,Low-Value
Andrea Obrien,487,4,296,1,0,0,1,Low-Value
Michael Stevenson,487,1,252,1,0,0,1,Low-Value
Mary Watson,487,1,15,1,0,0,1,Low-Value
Kelly Frederick,487,19,199,1,0,0,1,Low-Value
Julia Decker,487,5,88,1,0,0,1,Low-Value
Stephen Stout,487,10,622,1,0,0,1,Low-Value
Theresa Barry,486,3,39,1,0,0,1,Low-Value
Crystal Hill,486,4,70,1,0,0,1,Low-Value
Christopher Brown,486,3,718,1,0,0,1,Low-Value
Casey Mcgee,486,1,25,1,0,0,1,Low-Value
Travis Padilla,486,4,134,1,0,0,1,Low-Value
Vanessa Beard,484,2,185,1,0,0,1,Low-Value
Scott Hebert,486,1,442,1,0,0,1,Low-Value
Jackie Graham,486,1,16,1,0,0,1,Low-Value
Cameron Kennedy,416,4,284,1,0,0,1,Low-Value
Linda Smith,486,1,45,1,0,0,1,Low-Value
Vincent Watson,463,2,426,1,0,0,1,Low-Value
Donald Peterson,485,10,153,1,0,0,1,Low-Value
Lawrence Howard,485,1,36,1,0,0,1,Low-Value
Stephanie Vargas,485,3,95,1,0,0,1,Low-Value
William Warren,485,2,44,1,0,0,1,Low-Value
Elizabeth Harvey,485,3,90,1,0,0,1,Low-Value
Brooke Joyce,485,1,16,1,0,0,1,Low-Value
Corey Watson,485,11,368,1,0,0,1,Low-Value
Carl Mccall,485,11,90,1,0,0,1,Low-Value
Jessica Chase,485,1,18,1,0,0,1,Low-Value
Jessica Yang,485,1,19,1,0,0,1,Low-Value
Tiffany Cobb,482,4,75,1,0,0,1,Low-Value
Kelly Austin,485,1,12,1,0,0,1,Low-Value
Randall King,485,9,92,1,0,0,1,Low-Value
Leslie Castro,461,9,983,1,0,0,1,Low-Value
Stacy Carpenter,485,2,369,1,0,0,1,Low-Value
Kyle Henderson,485,3,23,1,0,0,1,Low-Value
Paula Small,485,1,39,1,0,0,1,Low-Value
Danielle Heath,484,2,97,1,0,0,1,Low-Value
Justin Marsh,484,18,300,1,0,0,1,Low-Value
Rebecca Jones,409,45,8033,1,0,0,1,Low-Value
Philip Warner,484,1,342,1,0,0,1,Low-Value
Joshua Nelson,484,4,76,1,0,0,1,Low-Value
Wanda Moreno,484,4,118,1,0,0,1,Low-Value
Eric Martinez,484,5,82,1,0,0,1,Low-Value
David Browning,484,10,261,1,0,0,1,Low-Value
Jessica Gomez,484,5,622,1,0,0,1,Low-Value
Diana Davis,484,12,484,1,0,0,1,Low-Value
Brian Williams,431,20,1036,1,0,0,1,Low-Value
Rachel Weaver PhD,484,4,74,1,0,0,1,Low-Value
Amber Livingston,484,2,86,1,0,0,1,Low-Value
Whitney Garcia,471,3,583,1,0,0,1,Low-Value
Joseph Wright,483,7,35,1,0,0,1,Low-Value
Anthony Gordon,483,2,34,1,0,0,1,Low-Value
Peggy James,483,1,57,1,0,0,1,Low-Value
Robin Robinson,483,1,56,1,0,0,1,Low-Value
Tracy Tanner,483,1,495,1,0,0,1,Low-Value
Monica Valencia,483,4,1462,1,0,0,1,Low-Value
Marcus Weber,483,11,120,1,0,0,1,Low-Value
Marie Obrien,483,1,148,1,0,0,1,Low-Value
Courtney Wise,440,10,254,1,0,0,1,Low-Value
Elizabeth Murray,483,3,120,1,0,0,1,Low-Value
Andrea Ali,483,1,228,1,0,0,1,Low-Value
Charlotte Rodriguez,483,4,1660,1,0,0,1,Low-Value
Alejandra Hayes,483,2,491,1,0,0,1,Low-Value
Ralph Farley,483,4,68,1,0,0,1,Low-Value
Jeffery Kirk,483,2,796,1,0,0,1,Low-Value
Ian Bowen,483,6,1016,1,0,0,1,Low-Value
Samantha Pace,483,5,2983,1,0,0,1,Low-Value
Christopher Conrad,482,1,387,1,0,0,1,Low-Value
Destiny Boyer,462,7,1438,1,0,0,1,Low-Value
Paul Sherman,482,1,717,1,0,0,1,Low-Value
Natalie Whitaker,480,227,8726,1,0,0,1,Low-Value
Charles Martin,482,9,187,1,0,0,1,Low-Value
Lauren Lawson,482,2,35,1,0,0,1,Low-Value
Robyn Johnson,482,1,406,1,0,0,1,Low-Value
Taylor Smith,412,7,787,1,0,0,1,Low-Value
John Warner,482,7,1796.8,1,0,0,1,Low-Value
Joshua Hurst,482,1,14,1,0,0,1,Low-Value
Tonya Morales,482,1,36,1,0,0,1,Low-Value
Patrick Garcia,482,1,111,1,0,0,1,Low-Value
Terri Perez,482,1,24,1,0,0,1,Low-Value
Heather Thornton,482,12,298,1,0,0,1,Low-Value
Stephanie Howard,480,20,516,1,0,0,1,Low-Value
Shawn Fisher,480,4,287,1,0,0,1,Low-Value
Nancy Johnson,463,20,282,1,0,0,1,Low-Value
Debra Dixon,423,34,2272,1,0,0,1,Low-Value
Erica Patel,480,1,50,1,0,0,1,Low-Value
Anthony Casey,480,5,48,1,0,0,1,Low-Value
Susan Gutierrez,480,1,18,1,0,0,1,Low-Value
Jamie Noble,471,4,38,1,0,0,1,Low-Value
Samantha Cisneros,480,2,44,1,0,0,1,Low-Value
James Higgins,480,5,98,1,0,0,1,Low-Value
Samuel Thomas,480,2,58,1,0,0,1,Low-Value
Joel Walsh,480,4,129,1,0,0,1,Low-Value
Margaret Poole,480,1,532,1,0,0,1,Low-Value
Jerry Davis,480,1,422,1,0,0,1,Low-Value
Joseph Montes,465,73,1732,1,0,0,1,Low-Value
David Delacruz,480,5,112,1,0,0,1,Low-Value
Jessica Moore,480,13,831,1,0,0,1,Low-Value
Jack Dickson,480,60,467,1,0,0,1,Low-Value
Nicholas Robinson,479,1,74,1,0,0,1,Low-Value
Amy Wiggins,429,2,813,1,0,0,1,Low-Value
Jennifer Martinez,409,16,3872,1,0,0,1,Low-Value
Ryan Foster,479,45,2708,1,0,0,1,Low-Value
Jacqueline Matthews,479,7,473,1,0,0,1,Low-Value
Jennifer Hawkins,476,4,1280,1,0,0,1,Low-Value
Eduardo Mccarthy,435,58,1599,1,0,0,1,Low-Value
Mary Long,479,2,1307,1,0,0,1,Low-Value
John Lopez,457,13,1177,1,0,0,1,Low-Value
Nancy Wallace,479,3,344,1,0,0,1,Low-Value
Leah Ortega,478,2,6.6,1,0,0,1,Low-Value
Brandon Juarez,478,1,20,1,0,0,1,Low-Value
Jonathan Hernandez,478,10,45,1,0,0,1,Low-Value
Isabel Smith,478,6,442,1,0,0,1,Low-Value
Sergio Smith,478,3,11,1,0,0,1,Low-Value
Mark Hernandez,478,1,243,1,0,0,1,Low-Value
Samuel Miller,478,12,268,1,0,0,1,Low-Value
Mark Castillo,478,11,601,1,0,0,1,Low-Value
Brian White,478,3,628,1,0,0,1,Low-Value
Stephen Rhodes,478,9,755,1,0,0,1,Low-Value
Dorothy Huerta,478,8,449,1,0,0,1,Low-Value
Brian Hensley,427,11,1428,1,0,0,1,Low-Value
Kari Mitchell,458,13,974,1,0,0,1,Low-Value
Eugene Castillo,478,1,126,1,0,0,1,Low-Value
Pamela Hernandez MD,478,1,342,1,0,0,1,Low-Value
Kim Park,410,13,1129,1,0,0,1,Low-Value
Kyle Lewis,478,6,150,1,0,0,1,Low-Value
Laura Johnson,443,34,2341,1,0,0,1,Low-Value
Laura Taylor,477,6,58,1,0,0,1,Low-Value
Nathaniel Greene,477,1,293,1,0,0,1,Low-Value
Tammy Alvarez,476,6,434,1,0,0,1,Low-Value
Laura Cameron,477,12,3431,1,0,0,1,Low-Value
Lauren Ward,477,1,33,1,0,0,1,Low-Value
Kara Stokes,410,16,433.4,1,0,0,1,Low-Value
Michael Morris,473,4,230,1,0,0,1,Low-Value
Rachel Kelley,477,3,122,1,0,0,1,Low-Value
Christopher Shannon,477,2,107,1,0,0,1,Low-Value
Darren Dean,477,1,40,1,0,0,1,Low-Value
Sean Henderson,473,10,388,1,0,0,1,Low-Value
Christopher Pena,477,3,79,1,0,0,1,Low-Value
Jessica Martin,477,4,1166,1,0,0,1,Low-Value
Julie Jones,477,3,470,1,0,0,1,Low-Value
George Wilson,440,28,391,1,0,0,1,Low-Value
Mark Lucas,476,1,261,1,0,0,1,Low-Value
Lee Carpenter,476,1,270,1,0,0,1,Low-Value
Scott Thompson,434,6,409,1,0,0,1,Low-Value
Frank Ayala,476,2,34,1,0,0,1,Low-Value
Eric Cox,476,2,399,1,0,0,1,Low-Value
Michele Wilson,473,15,107,1,0,0,1,Low-Value
Lauren Hendricks,476,2,34,1,0,0,1,Low-Value
Joseph Marshall,476,2,414,1,0,0,1,Low-Value
Doris Coleman,476,1,13,1,0,0,1,Low-Value
Kristen Richardson,458,14,1122,1,0,0,1,Low-Value
Robert Reid,476,2,264,1,0,0,1,Low-Value
Eric Mason,476,3,329,1,0,0,1,Low-Value
Holly Nixon,476,1,7,1,0,0,1,Low-Value
Michelle Bryan DVM,473,5,1213,1,0,0,1,Low-Value
Kelly Powell,435,112,3093,1,0,0,1,Low-Value
Michael Daniel,422,3,168,1,0,0,1,Low-Value
Daniel Brown,423,5,1129,1,0,0,1,Low-Value
Shelly Mcdonald,476,2,1356,1,0,0,1,Low-Value
Mario Burgess,476,1,334,1,0,0,1,Low-Value
Keith Blanchard,476,1,12,1,0,0,1,Low-Value
Bill Pierce,437,7,250,1,0,0,1,Low-Value
Jennifer Rojas,476,23,662,1,0,0,1,Low-Value
Alisha Clements,476,1,83,1,0,0,1,Low-Value
Monica Duncan,476,3,99,1,0,0,1,Low-Value
Thomas Powers,419,4,808,1,0,0,1,Low-Value
Robert Stevens,475,4,90,1,0,0,1,Low-Value
Samuel Turner,427,55,2973,1,0,0,1,Low-Value
Kathy Williams,475,1,644,1,0,0,1,Low-Value
David Hull,475,11,168,1,0,0,1,Low-Value
Alexandra Nguyen,473,34,996,1,0,0,1,Low-Value
Cynthia Leach,475,5,401,1,0,0,1,Low-Value
Austin Brown,475,1,324,1,0,0,1,Low-Value
Matthew Patterson,475,1,100,1,0,0,1,Low-Value
Allison Lee,475,67,1795,1,0,0,1,Low-Value
Sean Davidson,475,6,167,1,0,0,1,Low-Value
Ashley Price,475,3,460,1,0,0,1,Low-Value
Donna Ruiz,475,57,1748,1,0,0,1,Low-Value
Jennifer Taylor,475,1,8,1,0,0,1,Low-Value
Edward Barnett,449,14,609,1,0,0,1,Low-Value
Bryan Lee,475,2,435,1,0,0,1,Low-Value
Nancy Mitchell,475,1,19,1,0,0,1,Low-Value
Mrs. Crystal Baker,473,1,30,1,0,0,1,Low-Value
Brandy Norton,473,4,827,1,0,0,1,Low-Value
Christina Mitchell,463,7,648,1,0,0,1,Low-Value
Adam Sullivan,473,1,261,1,0,0,1,Low-Value
Kelli Wolfe,473,2,44,1,0,0,1,Low-Value
Laura Casey,473,1,9,1,0,0,1,Low-Value
Amy Church,473,1,36,1,0,0,1,Low-Value
Douglas Hernandez,473,1,17,1,0,0,1,Low-Value
Alexis Vaughn,431,189,4131.4,1,0,0,1,Low-Value
Kevin Manning,473,4,297,1,0,0,1,Low-Value
Luis Carter,473,3,1144,1,0,0,1,Low-Value
Pamela Price,473,41,2595,1,0,0,1,Low-Value
Michelle Vargas,463,39,1062,1,0,0,1,Low-Value
Christian White,473,12,225,1,0,0,1,Low-Value
Lisa Green,473,4,154,1,0,0,1,Low-Value
Jasmine Crawford,473,11,54,1,0,0,1,Low-Value
Timothy Huang,472,2,40,1,0,0,1,Low-Value
James Mora,472,2,1121,1,0,0,1,Low-Value
Leslie Watts,472,3,988,1,0,0,1,Low-Value
Carolyn Logan,472,3,807,1,0,0,1,Low-Value
Lisa Parker,472,2,423,1,0,0,1,Low-Value
Andrew Alvarez,472,1,45,1,0,0,1,Low-Value
Stanley Wells,472,5,433,1,0,0,1,Low-Value
Shelby Cantu,472,1,36,1,0,0,1,Low-Value
Ashley Diaz,472,1,306,1,0,0,1,Low-Value
Ethan Richmond,472,3,496,1,0,0,1,Low-Value
Hannah Kim,472,6,68,1,0,0,1,Low-Value
Eileen Gaines,472,4,167,1,0,0,1,Low-Value
Timothy Hood,472,2,286,1,0,0,1,Low-Value
Amanda Parks,472,2,338,1,0,0,1,Low-Value
Victoria Allen,472,2,71,1,0,0,1,Low-Value
Terry Mann,472,1,50,1,0,0,1,Low-Value
Amanda Santiago,472,3,859,1,0,0,1,Low-Value
Carrie Cannon,471,9,2352,1,0,0,1,Low-Value
Sonya Cunningham,471,27,1310,1,0,0,1,Low-Value
Elizabeth James,417,3,94,1,0,0,1,Low-Value
Sharon Rodriguez,471,65,1550,1,0,0,1,Low-Value
Jillian Reese,471,18,622,1,0,0,1,Low-Value
Michelle Larson,471,2,0,1,0,0,1,Low-Value
Mark Powell,471,4,74,1,0,0,1,Low-Value
Tammy Garcia,471,1,234,1,0,0,1,Low-Value
Victor Wilson,471,1,12,1,0,0,1,Low-Value
Jeremy Blankenship,458,10,199,1,0,0,1,Low-Value
Monica Hester,435,7,1509,1,0,0,1,Low-Value
Jennifer Crawford,471,2,69,1,0,0,1,Low-Value
Louis Taylor,471,2,261,1,0,0,1,Low-Value
Bradley Mcpherson,471,6,114,1,0,0,1,Low-Value
Christina Wright,456,56,1458,1,0,0,1,Low-Value
Emily Mejia,471,1,216,1,0,0,1,Low-Value
Alison Hernandez,471,4,95,1,0,0,1,Low-Value
Matthew Velez,465,1,247,1,0,0,1,Low-Value
Cody Smith,465,8,120.2,1,0,0,1,Low-Value
Brian Brown,465,3,318,1,0,0,1,Low-Value
Douglas Taylor,465,40,1975,1,0,0,1,Low-Value
Ashley Eaton MD,465,3,747,1,0,0,1,Low-Value
Jack Lewis,465,2,81,1,0,0,1,Low-Value
John Heath,465,13,273,1,0,0,1,Low-Value
Brian Thompson,465,7,1657,1,0,0,1,Low-Value
Barry Roberts,465,2,41,1,0,0,1,Low-Value
Robert Long,465,15,1935,1,0,0,1,Low-Value
Chad Ruiz,465,1,15,1,0,0,1,Low-Value
Eric Goodman,465,3,295,1,0,0,1,Low-Value
Jason Mejia,465,2,540,1,0,0,1,Low-Value
Whitney Adams,465,18,22.8,1,0,0,1,Low-Value
Tracey Hicks,465,4,359,1,0,0,1,Low-Value
Anna Harrison,465,5,26,1,0,0,1,Low-Value
Sherry Curtis,465,2,95,1,0,0,1,Low-Value
Deborah Stevenson,465,5,224,1,0,0,1,Low-Value
Ashley Williams,465,3,987,1,0,0,1,Low-Value
Raymond Bruce,465,3,169,1,0,0,1,Low-Value
Lucas Jennings,427,19,122,1,0,0,1,Low-Value
Barbara Dillon,465,2,343,1,0,0,1,Low-Value
Lisa Hughes,465,2,252,1,0,0,1,Low-Value
Shawn Petty,465,3,1397,1,0,0,1,Low-Value
Brandon Solomon,465,1,12,1,0,0,1,Low-Value
Cheryl Anderson,465,8,646,1,0,0,1,Low-Value
Alexis Buck,464,1,72,1,0,0,1,Low-Value
Stacy Davis,464,3,726,1,0,0,1,Low-Value
James Bennett,464,36,4842,1,0,0,1,Low-Value
Henry Jackson,464,1,631,1,0,0,1,Low-Value
Kimberly Butler,464,3,603,1,0,0,1,Low-Value
Thomas Richardson,463,2,648,1,0,0,1,Low-Value
Lisa Baker,463,11,662,1,0,0,1,Low-Value
Alison Humphrey,463,2,298,1,0,0,1,Low-Value
Diane Richards MD,463,1,234,1,0,0,1,Low-Value
Derrick Hensley,463,4,226,1,0,0,1,Low-Value
Deborah Carey,463,1,50,1,0,0,1,Low-Value
Lauren Rogers,463,2,19,1,0,0,1,Low-Value
Robin Green,463,1,240,1,0,0,1,Low-Value
Lisa Smith MD,463,2,387,1,0,0,1,Low-Value
Kevin Hoffman,463,16,273,1,0,0,1,Low-Value
Patricia Tapia,463,7,979,1,0,0,1,Low-Value
Connor Jimenez,420,3,725,1,0,0,1,Low-Value
Jonathan Carter,463,4,34,1,0,0,1,Low-Value
Matthew Johnson,462,16,836,1,0,0,1,Low-Value
David Austin,462,14,1013,1,0,0,1,Low-Value
Virginia Ware,433,60,5415,1,0,0,1,Low-Value
Sierra Hoffman,462,2,761,1,0,0,1,Low-Value
Pamela Nguyen,462,14,355,1,0,0,1,Low-Value
Jessica Reynolds,462,2,11,1,0,0,1,Low-Value
Jennifer Perez,462,3,23,1,0,0,1,Low-Value
Michael Clarke,462,2,312,1,0,0,1,Low-Value
Allison Webster,462,1,144,1,0,0,1,Low-Value
Haley Humphrey,462,2,32,1,0,0,1,Low-Value
Veronica Cole,461,3,32,1,0,0,1,Low-Value
Sheila Ritter,461,88,266.8,1,0,0,1,Low-Value
James Sims MD,461,1,39,1,0,0,1,Low-Value
Melanie Perkins,461,1,26,1,0,0,1,Low-Value
Jessica White,461,3,2933,1,0,0,1,Low-Value
April Moreno,461,4,114,1,0,0,1,Low-Value
Jacob Ball,461,11,312,1,0,0,1,Low-Value
William Miller,461,3,59,1,0,0,1,Low-Value
Robert Kaufman,459,1,225,1,0,0,1,Low-Value
Anthony Krueger,459,3,20,1,0,0,1,Low-Value
Stephanie Bates,459,1,252,1,0,0,1,Low-Value
Mary Perry,459,1,54,1,0,0,1,Low-Value
Adam Allen,459,2,179,1,0,0,1,Low-Value
Ashley Washington,459,5,200,1,0,0,1,Low-Value
Brittany Ellis,459,7,40,1,0,0,1,Low-Value
Brian Mendoza,459,2,110,1,0,0,1,Low-Value
Katelyn Lopez,437,4,642,1,0,0,1,Low-Value
Megan Livingston,459,3,264,1,0,0,1,Low-Value
Jesse Goodwin,459,2,1028,1,0,0,1,Low-Value
Tyler Roberson,459,2,68,1,0,0,1,Low-Value
Joseph Rivera,413,35,986,1,0,0,1,Low-Value
James Scott,458,1,45,1,0,0,1,Low-Value
James Lopez,433,68,815.9,1,0,0,1,Low-Value
James Martin,458,1,20,1,0,0,1,Low-Value
Tiffany Sharp,458,1,15,1,0,0,1,Low-Value
Tiffany Morgan,458,5,107,1,0,0,1,Low-Value
Caitlyn Herrera,458,1,586,1,0,0,1,Low-Value
Sarah Wade,458,2,503,1,0,0,1,Low-Value
Gail Dunlap,458,3,896,1,0,0,1,Low-Value
Kenneth Collins,436,11,531,1,0,0,1,Low-Value
Heather Turner,429,93,2001,1,0,0,1,Low-Value
Alexander Mitchell,457,10,417,1,0,0,1,Low-Value
William Navarro,458,8,858,1,0,0,1,Low-Value
Cynthia Arellano,458,20,728,1,0,0,1,Low-Value
Derrick Espinoza,458,1,874,1,0,0,1,Low-Value
Holly Austin,458,11,2741,1,0,0,1,Low-Value
Casey Long,458,1,37,1,0,0,1,Low-Value
Janet Mann,457,2,34,1,0,0,1,Low-Value
Sarah Allen,457,6,40,1,0,0,1,Low-Value
Candace Cooper,457,7,308,1,0,0,1,Low-Value
Jerry Campbell,456,8,784,1,0,0,1,Low-Value
Mr. William Benson DDS,434,4,388,1,0,0,1,Low-Value
Kyle Rosario,433,7,718,1,0,0,1,Low-Value
Louis Ellison,457,1,135,1,0,0,1,Low-Value
Cole Briggs,457,5,1527,1,0,0,1,Low-Value
Mary Turner,457,1,13,1,0,0,1,Low-Value
Andrea Patterson,457,6,384,1,0,0,1,Low-Value
Glen Garrett,457,2,66,1,0,0,1,Low-Value
Kathleen Wood,457,2,354,1,0,0,1,Low-Value
Donald Williams,433,19,2813,1,0,0,1,Low-Value
Billy Combs,457,8,190,1,0,0,1,Low-Value
Nathan Sanders,457,2,784,1,0,0,1,Low-Value
Amanda Barton,457,1,16,1,0,0,1,Low-Value
Lindsey Trujillo,457,2,302,1,0,0,1,Low-Value
Brittany Hogan,456,1,540,1,0,0,1,Low-Value
Timothy Martinez,456,1,117,1,0,0,1,Low-Value
Dean Gregory,456,1,330,1,0,0,1,Low-Value
Mary Barton,456,2,56,1,0,0,1,Low-Value
Randy Salas,452,8,485,1,0,0,1,Low-Value
Julian Schroeder,451,14,369,1,0,0,1,Low-Value
Robin Mendoza,455,1,84,1,0,0,1,Low-Value
Sarah Leonard,455,2,756,1,0,0,1,Low-Value
Ashley Stephens,450,2,248,1,0,0,1,Low-Value
Jeffrey Collins,455,1,50,1,0,0,1,Low-Value
Sarah Steele,455,14,416,1,0,0,1,Low-Value
Bonnie Smith,455,16,1155,1,0,0,1,Low-Value
Tiffany Melton,455,7,553,1,0,0,1,Low-Value
Christopher Jenkins,455,1,306,1,0,0,1,Low-Value
Angel French,455,1,9,1,0,0,1,Low-Value
Victoria Thompson,455,1,482,1,0,0,1,Low-Value
Ricky Casey,450,5,1455,1,0,0,1,Low-Value
Jason Cervantes,455,1,35,1,0,0,1,Low-Value
Susan Beck,455,3,61,1,0,0,1,Low-Value
Brandon Harris,455,7,459,1,0,0,1,Low-Value
Wendy Kaiser,455,1,15,1,0,0,1,Low-Value
Tanya Arellano,455,9,292,1,0,0,1,Low-Value
Jeremy Davis,454,7,357,1,0,0,1,Low-Value
Ricky Taylor,426,16,1411,1,0,0,1,Low-Value
Mike Gilbert,454,5,330,1,0,0,1,Low-Value
Kelly Knight,454,1,324,1,0,0,1,Low-Value
Margaret Cox,454,3,258,1,0,0,1,Low-Value
Stephanie James,454,1,50,1,0,0,1,Low-Value
Benjamin Flowers,454,4,1337,1,0,0,1,Low-Value
Jordan Carter,452,9,211,1,0,0,1,Low-Value
Kenneth Valdez,452,1,252,1,0,0,1,Low-Value
Michael Good,452,5,527,1,0,0,1,Low-Value
Dorothy Bush,452,2,245,1,0,0,1,Low-Value
Thomas Martin,452,2,18,1,0,0,1,Low-Value
Pamela Simmons,452,1,35,1,0,0,1,Low-Value
Kelly Parker,430,38,968,1,0,0,1,Low-Value
Harry Miller,452,2,70,1,0,0,1,Low-Value
Yvette Torres,452,6,821,1,0,0,1,Low-Value
Mike Baker,443,2,261,1,0,0,1,Low-Value
Gregory Clarke,452,35,2357,1,0,0,1,Low-Value
Karen Johnson,452,3,100,1,0,0,1,Low-Value
Joanne Harris,452,3,584,1,0,0,1,Low-Value
Zachary Nelson,452,8,254,1,0,0,1,Low-Value
Eric Jones,451,5,477,1,0,0,1,Low-Value
Brian Owen,451,17,452,1,0,0,1,Low-Value
Carolyn Nguyen,451,1,1180,1,0,0,1,Low-Value
Joshua Barton,451,4,674,1,0,0,1,Low-Value
Carl Washington,451,4,30,1,0,0,1,Low-Value
Daniel Francis,451,6,50,1,0,0,1,Low-Value
Alex Sanchez,451,1,50,1,0,0,1,Low-Value
Misty Harrison,451,1,251,1,0,0,1,Low-Value
Ricky Meyers,430,44,1231,1,0,0,1,Low-Value
Joe Sanchez,451,1,36,1,0,0,1,Low-Value
William Buck,451,23,342,1,0,0,1,Low-Value
Lauren Gomez,451,2,967,1,0,0,1,Low-Value
Jill Anderson,451,2,71,1,0,0,1,Low-Value
Daniel Mason,434,6,147,1,0,0,1,Low-Value
Ashley Ruiz,451,3,379,1,0,0,1,Low-Value
Nicole Simpson,408,25,1285,1,0,0,1,Low-Value
Anthony Mccoy,450,1,20,1,0,0,1,Low-Value
Desiree Moore,450,2,473,1,0,0,1,Low-Value
Jeffrey Hernandez,450,1,167,1,0,0,1,Low-Value
Mitchell Martin,440,14,812,1,0,0,1,Low-Value
Betty Lyons,450,1,551,1,0,0,1,Low-Value
Kimberly Moore,438,10,81,1,0,0,1,Low-Value
Donald Fuentes,450,1,216,1,0,0,1,Low-Value
Thomas Henry,450,1,28,1,0,0,1,Low-Value
Ashley Jensen,450,3,73,1,0,0,1,Low-Value
Pamela Garcia,450,8,1191,1,0,0,1,Low-Value
John Peterson,450,1,622,1,0,0,1,Low-Value
Thomas Gibson,450,7,1594,1,0,0,1,Low-Value
Tracy Jones,450,1,126,1,0,0,1,Low-Value
Alyssa Washington,450,8,136,1,0,0,1,Low-Value
Patricia Kelly,450,2,332,1,0,0,1,Low-Value
Sarah Anderson,450,2,333,1,0,0,1,Low-Value
Donald Brown,450,1,65,1,0,0,1,Low-Value
Cathy Sexton,449,11,1015,1,0,0,1,Low-Value
Ronald Anderson,442,68,2318,1,0,0,1,Low-Value
Brittany Powell MD,450,4,207,1,0,0,1,Low-Value
Kenneth Torres,450,1,66,1,0,0,1,Low-Value
Alexis Mullen,450,5,921,1,0,0,1,Low-Value
Jim Murray,450,5,327,1,0,0,1,Low-Value
Jasmine Powell,450,1,90,1,0,0,1,Low-Value
Nicholas Smith,450,3,143,1,0,0,1,Low-Value
Melissa Diaz,450,4,346,1,0,0,1,Low-Value
William Alvarado,450,14,3874,1,0,0,1,Low-Value
Nichole Harrison,450,1,41,1,0,0,1,Low-Value
Mark Harris,450,10,1162,1,0,0,1,Low-Value
Kevin Morrison,449,1,558,1,0,0,1,Low-Value
Rachel Gordon,449,2,18,1,0,0,1,Low-Value
Kathleen Solomon,449,3,42,1,0,0,1,Low-Value
Reginald Fisher,449,8,200,1,0,0,1,Low-Value
Toni Edwards,438,5,515,1,0,0,1,Low-Value
Edward Evans,438,4,211,1,0,0,1,Low-Value
Linda Perry,449,1,35,1,0,0,1,Low-Value
Patricia Lewis,449,2,145,1,0,0,1,Low-Value
Anthony Curry,449,1,139,1,0,0,1,Low-Value
Melissa Chan,449,16,577,1,0,0,1,Low-Value
Kimberly Miller,442,2,225,1,0,0,1,Low-Value
Angela Mann,449,15,380,1,0,0,1,Low-Value
John Monroe Jr.,449,1,28,1,0,0,1,Low-Value
Margaret Garrett,449,7,741,1,0,0,1,Low-Value
Brian Martin,449,1,162,1,0,0,1,Low-Value
Hayden Richard,449,2,66,1,0,0,1,Low-Value
Amanda Ross,449,1,110,1,0,0,1,Low-Value
Nancy Hernandez DVM,449,1,17,1,0,0,1,Low-Value
Brian Flowers,449,2,365,1,0,0,1,Low-Value
Michael Thompson,449,3,102,1,0,0,1,Low-Value
Chris Olson,449,1,35,1,0,0,1,Low-Value
Jonathan Hanson,449,4,260,1,0,0,1,Low-Value
Danielle Martin,449,1,324,1,0,0,1,Low-Value
Bradley Williams,449,15,214,1,0,0,1,Low-Value
Rebecca Salazar,436,65,1329,1,0,0,1,Low-Value
Diana Stein,443,2,467,1,0,0,1,Low-Value
Jay Archer,449,9,1254,1,0,0,1,Low-Value
Stephanie Shelton,449,3,525,1,0,0,1,Low-Value
